-2.18055576823943,-1.73673119307843;-1.73673119307843,-1.29290661791743;-1.29290661791743,-0.8490820427564301;-0.8490820427564301,-0.40525746759543013;-0.40525746759543013,0.0385671075655698;0.0385671075655698,0.48239168272656974;0.48239168272656974,0.9262162578875697;0.9262162578875697,1.3700408330485696;1.3700408330485696,1.8138654082095695;1.8138654082095695,2.25768998337057
-5.29532140942125,-4.442708928936861;-4.442708928936861,-3.590096448452472;-3.590096448452472,-2.7374839679680827;-2.7374839679680827,-1.8848714874836938;-1.8848714874836938,-1.032259006999305;-1.032259006999305,-0.1796465265149152;-0.1796465265149152,0.6729659539694737;0.6729659539694737,1.5255784344538625;1.5255784344538625,2.3781909149382514;2.3781909149382514,3.23080339542264
-5.10236623159344,-4.2382314575076405;-4.2382314575076405,-3.37409668342184;-3.37409668342184,-2.50996190933604;-2.50996190933604,-1.64582713525024;-1.64582713525024,-0.7816923611644402;-0.7816923611644402,0.08244241292136056;0.08244241292136056,0.9465771870071604;0.9465771870071604,1.8107119610929603;1.8107119610929603,2.67484673517876;2.67484673517876,3.53898150926456
-4.04323091696245,-3.272346544353163;-3.272346544353163,-2.501462171743876;-2.501462171743876,-1.7305777991345894;-1.7305777991345894,-0.9596934265253023;-0.9596934265253023,-0.1888090539160152;-0.1888090539160152,0.5820753186932714;0.5820753186932714,1.3529596913025586;1.3529596913025586,2.1238440639118457;2.1238440639118457,2.8947284365211328;2.8947284365211328,3.66561280913042
-2.6316099977298,-1.7622639175030241;-1.7622639175030241,-0.8929178372762478;-0.8929178372762478,-0.023571757049471564;-0.023571757049471564,0.8457743231773045;0.8457743231773045,1.7151204034040806;1.7151204034040806,2.584466483630857;2.584466483630857,3.4538125638576327;3.4538125638576327,4.323158644084409;4.323158644084409,5.192504724311186;5.192504724311186,6.06185080453796
-3.06797761837549,-2.447771649371246;-2.447771649371246,-1.827565680367002;-1.827565680367002,-1.2073597113627579;-1.2073597113627579,-0.587153742358514;-0.587153742358514,0.03305222664572982;0.03305222664572982,0.6532581956499741;0.6532581956499741,1.2734641646542175;1.2734641646542175,1.8936701336584618;1.8936701336584618,2.513876102662706;2.513876102662706,3.13408207166695
-9.28147706600667,-8.074590706066283;-8.074590706066283,-6.8677043461258975;-6.8677043461258975,-5.660817986185512;-5.660817986185512,-4.453931626245126;-4.453931626245126,-3.24704526630474;-3.24704526630474,-2.040158906364354;-2.040158906364354,-0.8332725464239683;-0.8332725464239683,0.37361381351641754;0.37361381351641754,1.5805001734568034;1.5805001734568034,2.78738653339719
-5.27357513477939,-4.387946835977494;-4.387946835977494,-3.5023185371755963;-3.5023185371755963,-2.6166902383736996;-2.6166902383736996,-1.7310619395718025;-1.7310619395718025,-0.8454336407699055;-0.8454336407699055,0.04019465803199118;0.04019465803199118,0.9258229568338887;0.9258229568338887,1.8114512556357854;1.8114512556357854,2.697079554437682;2.697079554437682,3.58270785323958
-6.40156688010487,-5.363019308696632;-5.363019308696632,-4.324471737288396;-4.324471737288396,-3.2859241658801586;-3.2859241658801586,-2.2473765944719215;-2.2473765944719215,-1.208829023063684;-1.208829023063684,-0.1702814516554474;-0.1702814516554474,0.8682661197527892;0.8682661197527892,1.9068136911610267;1.9068136911610267,2.9453612625692642;2.9453612625692642,3.9839088339775
-4.85944097036163,-3.802125846034673;-3.802125846034673,-2.744810721707716;-2.744810721707716,-1.6874955973807588;-1.6874955973807588,-0.6301804730538016;-0.6301804730538016,0.4271346512731551;0.4271346512731551,1.4844497756001127;1.4844497756001127,2.5417648999270703;2.5417648999270703,3.599080024254027;3.599080024254027,4.656395148580984;4.656395148580984,5.71371027290794
-8.75984208034986,-7.664882949600913;-7.664882949600913,-6.569923818851967;-6.569923818851967,-5.474964688103022;-5.474964688103022,-4.3800055573540755;-4.3800055573540755,-3.2850464266051294;-3.2850464266051294,-2.190087295856184;-2.190087295856184,-1.095128165107238;-1.095128165107238,-0.00016903435829185298;-0.00016903435829185298,1.0947900963906534;1.0947900963906534,2.1897492271396
-4.71653373440814,-3.8848176647637707;-3.8848176647637707,-3.0531015951194016;-3.0531015951194016,-2.221385525475033;-2.221385525475033,-1.389669455830664;-1.389669455830664,-0.5579533861862949;-0.5579533861862949,0.27376268345807375;0.27376268345807375,1.1054787531024433;1.1054787531024433,1.9371948227468119;1.9371948227468119,2.7689108923911805;2.7689108923911805,3.60062696203555
-5.68099031596079,-4.760656057434856;-4.760656057434856,-3.8403217989089224;-3.8403217989089224,-2.919987540382988;-2.919987540382988,-1.999653281857054;-1.999653281857054,-1.07931902333112;-1.07931902333112,-0.15898476480518564;-0.15898476480518564,0.7613494937207479;0.7613494937207479,1.6816837522466823;1.6816837522466823,2.6020180107726167;2.6020180107726167,3.52235226929855
-1.58040487532923,-1.1500912363092448;-1.1500912363092448,-0.7197775972892599;-0.7197775972892599,-0.28946395826927485;-0.28946395826927485,0.14084968075071003;0.14084968075071003,0.5711633197706949;0.5711633197706949,1.0014769587906802;1.0014769587906802,1.431790597810665;1.431790597810665,1.86210423683065;1.86210423683065,2.292417875850635;2.292417875850635,2.72273151487062
-4.26925108177623,-3.4120577436496498;-3.4120577436496498,-2.5548644055230696;-2.5548644055230696,-1.6976710673964899;-1.6976710673964899,-0.8404777292699097;-0.8404777292699097,0.01671560885667045;0.01671560885667045,0.8739089469832502;0.8739089469832502,1.7311022851098308;1.7311022851098308,2.5882956232364105;2.5882956232364105,3.44548896136299;3.44548896136299,4.30268229948957
-4.11098927005469,-3.519886157893975;-3.519886157893975,-2.92878304573326;-2.92878304573326,-2.3376799335725447;-2.3376799335725447,-1.7465768214118298;-1.7465768214118298,-1.155473709251115;-1.155473709251115,-0.5643705970903996;-0.5643705970903996,0.026732515070315266;0.026732515070315266,0.6178356272310301;0.6178356272310301,1.208938739391745;1.208938739391745,1.80004185155246
-4.00741815412832,-3.4145960002115423;-3.4145960002115423,-2.8217738462947644;-2.8217738462947644,-2.228951692377986;-2.228951692377986,-1.636129538461208;-1.636129538461208,-1.04330738454443;-1.04330738454443,-0.45048523062765167;-0.45048523062765167,0.14233692328912628;0.14233692328912628,0.7351590772059042;0.7351590772059042,1.3279812311226822;1.3279812311226822,1.92080338503946
-4.51460249249567,-3.806213308984263;-3.806213308984263,-3.0978241254728562;-3.0978241254728562,-2.389434941961449;-2.389434941961449,-1.681045758450042;-1.681045758450042,-0.9726565749386351;-0.9726565749386351,-0.26426739142722777;-0.26426739142722777,0.4441217920841787;0.4441217920841787,1.152510975595586;1.152510975595586,1.8609001591069934;1.8609001591069934,2.5692893426184
-4.84675517114738,-4.181532286970133;-4.181532286970133,-3.516309402792886;-3.516309402792886,-2.851086518615639;-2.851086518615639,-2.185863634438392;-2.185863634438392,-1.520640750261145;-1.520640750261145,-0.855417866083898;-0.855417866083898,-0.19019498190665107;-0.19019498190665107,0.4750279022705959;0.4750279022705959,1.1402507864478428;1.1402507864478428,1.80547367062509
-3.11171343186827,-2.436760822999566;-2.436760822999566,-1.7618082141308622;-1.7618082141308622,-1.0868556052621585;-1.0868556052621585,-0.4119029963934544;-0.4119029963934544,0.2630496124752497;0.2630496124752497,0.938002221343953;0.938002221343953,1.612954830212657;1.612954830212657,2.287907439081361;2.287907439081361,2.9628600479500653;2.9628600479500653,3.63781265681877
-4.87300234184156,-4.189743803053905;-4.189743803053905,-3.50648526426625;-3.50648526426625,-2.8232267254785945;-2.8232267254785945,-2.1399681866909397;-2.1399681866909397,-1.4567096479032848;-1.4567096479032848,-0.7734511091156291;-0.7734511091156291,-0.09019257032797423;-0.09019257032797423,0.5930659684596806;0.5930659684596806,1.2763245072473355;1.2763245072473355,1.95958304603499
-4.31908428658247,-3.66222453509278;-3.66222453509278,-3.00536478360309;-3.00536478360309,-2.3485050321134;-2.3485050321134,-1.69164528062371;-1.69164528062371,-1.03478552913402;-1.03478552913402,-0.37792577764432966;-0.37792577764432966,0.27893397384536023;0.27893397384536023,0.9357937253350501;0.9357937253350501,1.59265347682474;1.59265347682474,2.24951322831443
-5.59970463418352,-4.8635793211903176;-4.8635793211903176,-4.127454008197116;-4.127454008197116,-3.3913286952039137;-3.3913286952039137,-2.6552033822107117;-2.6552033822107117,-1.9190780692175098;-1.9190780692175098,-1.1829527562243074;-1.1829527562243074,-0.4468274432311059;-0.4468274432311059,0.2892978697620965;0.2892978697620965,1.0254231827552989;1.0254231827552989,1.7615484957485
-3.4914977532087,-2.891140655282502;-2.891140655282502,-2.2907835573563045;-2.2907835573563045,-1.6904264594301064;-1.6904264594301064,-1.0900693615039083;-1.0900693615039083,-0.48971226357771025;-0.48971226357771025,0.11064483434848738;0.11064483434848738,0.7110019322746859;0.7110019322746859,1.3113590302008835;1.3113590302008835,1.9117161281270811;1.9117161281270811,2.51207322605328
-4.19854982028543,-3.4149480929301967;-3.4149480929301967,-2.631346365574964;-2.631346365574964,-1.847744638219731;-1.847744638219731,-1.064142910864498;-1.064142910864498,-0.28054118350926505;-0.28054118350926505,0.5030605438459679;0.5030605438459679,1.2866622712012008;1.2866622712012008,2.0702639985564337;2.0702639985564337,2.8538657259116667;2.8538657259116667,3.6374674532669
-2.56464139968128,-1.870014019922271;-1.870014019922271,-1.175386640163262;-1.175386640163262,-0.48075926040425276;-0.48075926040425276,0.21386811935475603;0.21386811935475603,0.9084954991137648;0.9084954991137648,1.6031228788727745;1.6031228788727745,2.2977502586317833;2.2977502586317833,2.992377638390792;2.992377638390792,3.687005018149801;3.687005018149801,4.38163239790881
-8.45039181006452,-7.3721929993735;-7.3721929993735,-6.293994188682478;-6.293994188682478,-5.215795377991457;-5.215795377991457,-4.137596567300436;-4.137596567300436,-3.0593977566094157;-3.0593977566094157,-1.9811989459183943;-1.9811989459183943,-0.9030001352273729;-0.9030001352273729,0.17519867546364765;0.17519867546364765,1.2533974861546682;1.2533974861546682,2.33159629684569
-1.88403091632708,-1.437729463350657;-1.437729463350657,-0.9914280103742341;-0.9914280103742341,-0.5451265573978112;-0.5451265573978112,-0.09882510442138814;-0.09882510442138814,0.34747634855503495;0.34747634855503495,0.7937778015314576;0.7937778015314576,1.2400792545078807;1.2400792545078807,1.6863807074843038;1.6863807074843038,2.1326821604607265;2.1326821604607265,2.57898361343715
-5.2096906265502,-4.438925686669524;-4.438925686669524,-3.6681607467888484;-3.6681607467888484,-2.8973958069081727;-2.8973958069081727,-2.1266308670274965;-2.1266308670274965,-1.3558659271468203;-1.3558659271468203,-0.585100987266145;-0.585100987266145,0.18566395261453117;0.18566395261453117,0.9564288924952074;0.9564288924952074,1.7271938323758835;1.7271938323758835,2.49795877225656
-3.19743752479127,-2.5606894835224088;-2.5606894835224088,-1.923941442253548;-1.923941442253548,-1.287193400984687;-1.287193400984687,-0.650445359715826;-0.650445359715826,-0.013697318446964868;-0.013697318446964868,0.6230507228218958;0.6230507228218958,1.2597987640907569;1.2597987640907569,1.896546805359618;1.896546805359618,2.533294846628479;2.533294846628479,3.17004288789734
-4.67576764785158,-3.9660601798740567;-3.9660601798740567,-3.256352711896534;-3.256352711896534,-2.546645243919011;-2.546645243919011,-1.8369377759414878;-1.8369377759414878,-1.1272303079639645;-1.1272303079639645,-0.41752283998644213;-0.41752283998644213,0.29218462799108114;0.29218462799108114,1.0018920959686044;1.0018920959686044,1.7115995639461277;1.7115995639461277,2.42130703192365
-4.45237528244659,-3.6204367679009537;-3.6204367679009537,-2.7884982533553178;-2.7884982533553178,-1.9565597388096823;-1.9565597388096823,-1.1246212242640463;-1.1246212242640463,-0.29268270971841037;-0.29268270971841037,0.5392558048272251;0.5392558048272251,1.3711943193728615;1.3711943193728615,2.203132833918497;2.203132833918497,3.0350713484641325;3.0350713484641325,3.86700986300977
-5.25440598833806,-4.4656652731397894;-4.4656652731397894,-3.6769245579415197;-3.6769245579415197,-2.88818384274325;-2.88818384274325,-2.09944312754498;-2.09944312754498,-1.3107024123467097;-1.3107024123467097,-0.5219616971484404;-0.5219616971484404,0.26677901804982973;0.26677901804982973,1.0555197332481;1.0555197332481,1.84426044844637;1.84426044844637,2.63300116364464
-3.92010849423351,-3.225470321670765;-3.225470321670765,-2.53083214910802;-2.53083214910802,-1.8361939765452746;-1.8361939765452746,-1.1415558039825298;-1.1415558039825298,-0.4469176314197849;-0.4469176314197849,0.24772054114296083;0.24772054114296083,0.9423587137057057;0.9423587137057057,1.6369968862684505;1.6369968862684505,2.3316350588311954;2.3316350588311954,3.02627323139394
-3.77225781234394,-2.894286819091433;-2.894286819091433,-2.0163158258389258;-2.0163158258389258,-1.138344832586419;-1.138344832586419,-0.2603738393339121;-0.2603738393339121,0.6175971539185947;0.6175971539185947,1.495568147171102;1.495568147171102,2.3735391404236084;2.3735391404236084,3.2515101336761156;3.2515101336761156,4.1294811269286225;4.1294811269286225,5.00745212018113
-5.81513786989569,-4.978698681360877;-4.978698681360877,-4.142259492826064;-4.142259492826064,-3.3058203042912506;-3.3058203042912506,-2.4693811157564376;-2.4693811157564376,-1.6329419272216246;-1.6329419272216246,-0.7965027386868115;-0.7965027386868115,0.03993644984800149;0.03993644984800149,0.8763756383828145;0.8763756383828145,1.7128148269176275;1.7128148269176275,2.54925401545244
-4.01370394470557,-3.3122199019864462;-3.3122199019864462,-2.610735859267322;-2.610735859267322,-1.9092518165481982;-1.9092518165481982,-1.2077677738290742;-1.2077677738290742,-0.5062837311099502;-0.5062837311099502,0.19520031160917384;0.19520031160917384,0.8966843543282979;0.8966843543282979,1.5981683970474219;1.5981683970474219,2.299652439766546;2.299652439766546,3.00113648248567
-8.88158891725163,-7.736916569863423;-7.736916569863423,-6.592244222475216;-6.592244222475216,-5.447571875087009;-5.447571875087009,-4.302899527698802;-4.302899527698802,-3.158227180310595;-3.158227180310595,-2.013554832922388;-2.013554832922388,-0.868882485534181;-0.868882485534181,0.275789861854026;0.275789861854026,1.420462209242233;1.420462209242233,2.56513455663044
-1.75947624114579,-1.325042917504186;-1.325042917504186,-0.890609593862582;-0.890609593862582,-0.45617627022097795;-0.45617627022097795,-0.021742946579373923;-0.021742946579373923,0.4126903770622301;0.4126903770622301,0.8471237007038341;0.8471237007038341,1.2815570243454382;1.2815570243454382,1.7159903479870422;1.7159903479870422,2.150423671628646;2.150423671628646,2.58485699527025
-3.27306116616818,-2.719505405814985;-2.719505405814985,-2.1659496454617897;-2.1659496454617897,-1.6123938851085946;-1.6123938851085946,-1.0588381247553995;-1.0588381247553995,-0.5052823644022046;-0.5052823644022046,0.04827339595099067;0.04827339595099067,0.601829156304186;0.601829156304186,1.1553849166573809;1.1553849166573809,1.7089406770105757;1.7089406770105757,2.26249643736377
-3.4853935442566,-2.7125359368055317;-2.7125359368055317,-1.939678329354464;-1.939678329354464,-1.1668207219033961;-1.1668207219033961,-0.3939631144523279;-0.3939631144523279,0.37889449299874034;0.37889449299874034,1.1517521004498077;1.1517521004498077,1.924609707900876;1.924609707900876,2.697467315351944;2.697467315351944,3.4703249228030124;3.4703249228030124,4.24318253025408
-9.50554668241136,-8.266073865443259;-8.266073865443259,-7.026601048475158;-7.026601048475158,-5.787128231507058;-5.787128231507058,-4.547655414538957;-4.547655414538957,-3.3081825975708554;-3.3081825975708554,-2.068709780602755;-2.068709780602755,-0.8292369636346546;-0.8292369636346546,0.4102358533334467;0.4102358533334467,1.649708670301548;1.649708670301548,2.88918148726965
-3.88198651827309,-3.0425319457286193;-3.0425319457286193,-2.203077373184148;-2.203077373184148,-1.3636228006396771;-1.3636228006396771,-0.5241682280952062;-0.5241682280952062,0.3152863444492646;0.3152863444492646,1.154740916993736;1.154740916993736,1.9941954895382064;1.9941954895382064,2.8336500620826777;2.8336500620826777,3.673104634627149;3.673104634627149,4.51255920717162
-0.961982253450864,-0.3941928232676436;-0.3941928232676436,0.17359660691557677;0.17359660691557677,0.741386037098797;0.741386037098797,1.3091754672820175;1.3091754672820175,1.876964897465238;1.876964897465238,2.4447543276484582;2.4447543276484582,3.0125437578316783;3.0125437578316783,3.580333188014899;3.580333188014899,4.148122618198119;4.148122618198119,4.71591204838134
-5.33930405458716,-4.555266217631295;-4.555266217631295,-3.77122838067543;-3.77122838067543,-2.9871905437195654;-2.9871905437195654,-2.2031527067637002;-2.2031527067637002,-1.419114869807835;-1.419114869807835,-0.6350770328519708;-0.6350770328519708,0.14896080410389434;0.14896080410389434,0.9329986410597595;0.9329986410597595,1.7170364780156246;1.7170364780156246,2.50107431497149
-5.26506248354706,-4.454648096791448;-4.454648096791448,-3.644233710035838;-3.644233710035838,-2.8338193232802267;-2.8338193232802267,-2.023404936524616;-2.023404936524616,-1.212990549769005;-1.212990549769005,-0.4025761630133937;-0.4025761630133937,0.4078382237422167;0.4078382237422167,1.218252610497828;1.218252610497828,2.0286669972534392;2.0286669972534392,2.83908138400905
-7.51981265011794,-6.403119994279835;-6.403119994279835,-5.2864273384417295;-5.2864273384417295,-4.169734682603625;-4.169734682603625,-3.05304202676552;-3.05304202676552,-1.9363493709274149;-1.9363493709274149,-0.8196567150893106;-0.8196567150893106,0.2970359407487946;0.2970359407487946,1.4137285965868998;1.4137285965868998,2.530421252425004;2.530421252425004,3.64711390826311
-4.22545474283216,-3.4439449087082705;-3.4439449087082705,-2.6624350745843803;-2.6624350745843803,-1.8809252404604901;-1.8809252404604901,-1.0994154063366004;-1.0994154063366004,-0.31790557221271065;-0.31790557221271065,0.46360426191118;0.46360426191118,1.2451140960350697;1.2451140960350697,2.0266239301589595;2.0266239301589595,2.808133764282849;2.808133764282849,3.58964359840674
-4.62681235793139,-3.9267141429391526;-3.9267141429391526,-3.2266159279469155;-3.2266159279469155,-2.5265177129546785;-2.5265177129546785,-1.8264194979624415;-1.8264194979624415,-1.1263212829702045;-1.1263212829702045,-0.4262230679779675;-0.4262230679779675,0.2738751470142695;0.2738751470142695,0.9739733620065065;0.9739733620065065,1.6740715769987435;1.6740715769987435,2.37416979199098
-3.26779731998841,-2.6196004218472266;-2.6196004218472266,-1.9714035237060439;-1.9714035237060439,-1.323206625564861;-1.323206625564861,-0.6750097274236779;-0.6750097274236779,-0.026812829282494732;-0.026812829282494732,0.621384068858688;0.621384068858688,1.2695809669998708;1.2695809669998708,1.917777865141054;1.917777865141054,2.565974763282237;2.565974763282237,3.21417166142342
-3.2675024152759,-2.530980301282577;-2.530980301282577,-1.794458187289254;-1.794458187289254,-1.0579360732959313;-1.0579360732959313,-0.3214139593026082;-0.3214139593026082,0.41510815469071494;0.41510815469071494,1.1516302686840372;1.1516302686840372,1.8881523826773603;1.8881523826773603,2.6246744966706834;2.6246744966706834,3.3611966106640065;3.3611966106640065,4.09771872465733
