-4.03833345050133,-3.40828223087557;-3.40828223087557,-2.7782310112498103;-2.7782310112498103,-2.1481797916240506;-2.1481797916240506,-1.5181285719982904;-1.5181285719982904,-0.8880773523725303;-0.8880773523725303,-0.25802613274677055;-0.25802613274677055,0.37202508687898916;0.37202508687898916,1.0020763065047493;1.0020763065047493,1.6321275261305095;1.6321275261305095,2.26217874575627
-4.18612439393598,-3.628601544269331;-3.628601544269331,-3.071078694602682;-3.071078694602682,-2.5135558449360333;-2.5135558449360333,-1.9560329952693842;-1.9560329952693842,-1.3985101456027351;-1.3985101456027351,-0.8409872959360865;-0.8409872959360865,-0.28346444626943734;-0.28346444626943734,0.27405840339721177;0.27405840339721177,0.8315812530638604;0.8315812530638604,1.38910410273051
-3.76201801440622,-3.152592501758785;-3.152592501758785,-2.5431669891113504;-2.5431669891113504,-1.9337414764639154;-1.9337414764639154,-1.3243159638164803;-1.3243159638164803,-0.7148904511690453;-0.7148904511690453,-0.10546493852161065;-0.10546493852161065,0.5039605741258248;0.5039605741258248,1.1133860867732595;1.1133860867732595,1.722811599420694;1.722811599420694,2.33223711206813
-4.11746193313975,-3.308694525390794;-3.308694525390794,-2.499927117641838;-2.499927117641838,-1.6911597098928821;-1.6911597098928821,-0.8823923021439262;-0.8823923021439262,-0.07362489439497022;-0.07362489439497022,0.7351425133539857;0.7351425133539857,1.5439099211029417;1.5439099211029417,2.3526773288518976;2.3526773288518976,3.1614447366008536;3.1614447366008536,3.97021214434981
-2.8175693295254,-2.2729509034541993;-2.2729509034541993,-1.728332477382998;-1.728332477382998,-1.183714051311797;-1.183714051311797,-0.6390956252405959;-0.6390956252405959,-0.09447719916939468;-0.09447719916939468,0.45014122690180614;0.45014122690180614,0.994759652973007;0.994759652973007,1.5393780790442082;1.5393780790442082,2.0839965051154095;2.0839965051154095,2.62861493118661
-5.72850669259658,-4.918889802360155;-4.918889802360155,-4.10927291212373;-4.10927291212373,-3.299656021887305;-3.299656021887305,-2.49003913165088;-2.49003913165088,-1.6804222414144547;-1.6804222414144547,-0.8708053511780296;-0.8708053511780296,-0.06118846094160446;-0.06118846094160446,0.7484284292948207;0.7484284292948207,1.5580453195312458;1.5580453195312458,2.36766220976767
-5.24844913424901,-4.447866933348306;-4.447866933348306,-3.647284732447602;-3.647284732447602,-2.8467025315468977;-2.8467025315468977,-2.0461203306461937;-2.0461203306461937,-1.2455381297454897;-1.2455381297454897,-0.4449559288447853;-0.4449559288447853,0.35562627205591824;0.35562627205591824,1.1562084729566227;1.1562084729566227,1.956790673857327;1.956790673857327,2.75737287475803
-5.14373023266436,-4.448127796432552;-4.448127796432552,-3.7525253602007442;-3.7525253602007442,-3.056922923968936;-3.056922923968936,-2.361320487737128;-2.361320487737128,-1.66571805150532;-1.66571805150532,-0.970115615273512;-0.970115615273512,-0.2745131790417039;-0.2745131790417039,0.42108925719010415;0.42108925719010415,1.1166916934219122;1.1166916934219122,1.81229412965372
-4.84456072226898,-4.034974516289754;-4.034974516289754,-3.225388310310528;-3.225388310310528,-2.415802104331302;-2.415802104331302,-1.606215898352076;-1.606215898352076,-0.79662969237285;-0.79662969237285,0.012956513606376063;0.012956513606376063,0.8225427195856021;0.8225427195856021,1.6321289255648281;1.6321289255648281,2.441715131544054;2.441715131544054,3.25130133752328
-3.04993358934049,-2.46527469771832;-2.46527469771832,-1.88061580609615;-1.88061580609615,-1.29595691447398;-1.29595691447398,-0.71129802285181;-0.71129802285181,-0.12663913122964;-0.12663913122964,0.45801976039253;0.45801976039253,1.0426786520147;1.0426786520147,1.62733754363687;1.62733754363687,2.21199643525904;2.21199643525904,2.79665532688121
-4.58204951238603,-3.90159453827333;-3.90159453827333,-3.22113956416063;-3.22113956416063,-2.5406845900479302;-2.5406845900479302,-1.8602296159352303;-1.8602296159352303,-1.1797746418225303;-1.1797746418225303,-0.4993196677098304;-0.4993196677098304,0.18113530640286957;0.18113530640286957,0.8615902805155695;0.8615902805155695,1.5420452546282695;1.5420452546282695,2.22250022874097
-6.10351294867338,-5.201479518896375;-5.201479518896375,-4.29944608911937;-4.29944608911937,-3.397412659342365;-3.397412659342365,-2.49537922956536;-2.49537922956536,-1.5933457997883549;-1.5933457997883549,-0.6913123700113495;-0.6913123700113495,0.21072105976565503;0.21072105976565503,1.1127544895426604;1.1127544895426604,2.014787919319666;2.014787919319666,2.91682134909667
-7.18979065238635,-6.092848445816262;-6.092848445816262,-4.9959062392461755;-4.9959062392461755,-3.8989640326760884;-3.8989640326760884,-2.8020218261060013;-2.8020218261060013,-1.7050796195359137;-1.7050796195359137,-0.608137412965827;-0.608137412965827,0.48880479360425966;0.48880479360425966,1.5857470001743472;1.5857470001743472,2.682689206744435;2.682689206744435,3.77963141331452
-5.19708045441375,-4.377975935197209;-4.377975935197209,-3.558871415980668;-3.558871415980668,-2.7397668967641273;-2.7397668967641273,-1.9206623775475862;-1.9206623775475862,-1.101557858331045;-1.101557858331045,-0.28245333911450476;-0.28245333911450476,0.5366511801020364;0.5366511801020364,1.3557556993185775;1.3557556993185775,2.1748602185351187;2.1748602185351187,2.99396473775166
-10.5309318322057,-9.257830167754129;-9.257830167754129,-7.984728503302557;-7.984728503302557,-6.711626838850984;-6.711626838850984,-5.4385251743994125;-5.4385251743994125,-4.165423509947841;-4.165423509947841,-2.8923218454962685;-2.8923218454962685,-1.619220181044696;-1.619220181044696,-0.3461185165931244;-0.3461185165931244,0.9269831478584472;0.9269831478584472,2.20008481231002
-3.89808125692714,-3.190265581101049;-3.190265581101049,-2.482449905274958;-2.482449905274958,-1.7746342294488673;-1.7746342294488673,-1.0668185536227761;-1.0668185536227761,-0.35900287779668494;-0.35900287779668494,0.34881279802940535;0.34881279802940535,1.0566284738554965;1.0566284738554965,1.7644441496815877;1.7644441496815877,2.472259825507679;2.472259825507679,3.18007550133377
-4.18719612246076,-3.472019673063439;-3.472019673063439,-2.756843223666118;-2.756843223666118,-2.041666774268797;-2.041666774268797,-1.3264903248714761;-1.3264903248714761,-0.6113138754741554;-0.6113138754741554,0.10386257392316622;0.10386257392316622,0.819039023320487;0.819039023320487,1.5342154727178077;1.5342154727178077,2.2493919221151284;2.2493919221151284,2.96456837151245
-4.56493235577572,-3.8955882150609975;-3.8955882150609975,-3.2262440743462757;-3.2262440743462757,-2.556899933631554;-2.556899933631554,-1.8875557929168316;-1.8875557929168316,-1.2182116522021094;-1.2182116522021094,-0.548867511487388;-0.548867511487388,0.12047662922733426;0.12047662922733426,0.7898207699420565;0.7898207699420565,1.4591649106567788;1.4591649106567788,2.1285090513715
-3.84703612380725,-3.217956271910869;-3.217956271910869,-2.588876420014488;-2.588876420014488,-1.959796568118107;-1.959796568118107,-1.3307167162217262;-1.3307167162217262,-0.7016368643253452;-0.7016368643253452,-0.07255701242896428;-0.07255701242896428,0.5565228394674167;0.5565228394674167,1.1856026913637976;1.1856026913637976,1.8146825432601785;1.8146825432601785,2.44376239515656
-2.71716041949041,-1.8902045476504452;-1.8902045476504452,-1.06324867581048;-1.06324867581048,-0.23629280397051478;-0.23629280397051478,0.5906630678694502;0.5906630678694502,1.4176189397094152;1.4176189397094152,2.2445748115493807;2.2445748115493807,3.071530683389345;3.071530683389345,3.8984865552293106;3.8984865552293106,4.725442427069276;4.725442427069276,5.55239829890924
-3.82009046601528,-3.179296241307394;-3.179296241307394,-2.538502016599508;-2.538502016599508,-1.897707791891622;-1.897707791891622,-1.256913567183736;-1.256913567183736,-0.6161193424758498;-0.6161193424758498,0.024674882232035955;0.024674882232035955,0.6654691069399226;0.6654691069399226,1.3062633316478083;1.3062633316478083,1.947057556355694;1.947057556355694,2.58785178106358
-4.88931105069111,-4.026488294515194;-4.026488294515194,-3.163665538339278;-3.163665538339278,-2.300842782163362;-2.300842782163362,-1.4380200259874458;-1.4380200259874458,-0.5751972698115297;-0.5751972698115297,0.28762548636438634;0.28762548636438634,1.1504482425403024;1.1504482425403024,2.0132709987162185;2.0132709987162185,2.8760937548921346;2.8760937548921346,3.73891651106805
-5.38043976710516,-4.468989371121336;-4.468989371121336,-3.5575389751375117;-3.5575389751375117,-2.6460885791536874;-2.6460885791536874,-1.7346381831698636;-1.7346381831698636,-0.8231877871860398;-0.8231877871860398,0.08826260879778491;0.08826260879778491,0.9997130047816087;0.9997130047816087,1.9111634007654326;1.9111634007654326,2.8226137967492564;2.8226137967492564,3.73406419273308
-4.36113168030246,-3.5728010366614003;-3.5728010366614003,-2.78447039302034;-2.78447039302034,-1.9961397493792798;-1.9961397493792798,-1.20780910573822;-1.20780910573822,-0.41947846209716033;-0.41947846209716033,0.3688521815439003;0.3688521815439003,1.15718282518496;1.15718282518496,1.9455134688260198;1.9455134688260198,2.7338441124670796;2.7338441124670796,3.52217475610814
-7.70046579595648,-6.641666864241712;-6.641666864241712,-5.582867932526944;-5.582867932526944,-4.524069000812176;-4.524069000812176,-3.465270069097408;-3.465270069097408,-2.40647113738264;-2.40647113738264,-1.3476722056678723;-1.3476722056678723,-0.28887327395310436;-0.28887327395310436,0.7699256577616636;0.7699256577616636,1.8287245894764323;1.8287245894764323,2.8875235211912
-4.36364840601791,-3.7361479544373113;-3.7361479544373113,-3.108647502856712;-3.108647502856712,-2.481147051276113;-2.481147051276113,-1.853646599695514;-1.853646599695514,-1.226146148114915;-1.226146148114915,-0.5986456965343159;-0.5986456965343159,0.02885475504628321;0.02885475504628321,0.6563552066268823;0.6563552066268823,1.2838556582074814;1.2838556582074814,1.91135610978808
-8.64270040760148,-7.500243690821036;-7.500243690821036,-6.357786974040593;-6.357786974040593,-5.215330257260151;-5.215330257260151,-4.072873540479708;-4.072873540479708,-2.9304168236992645;-2.9304168236992645,-1.7879601069188222;-1.7879601069188222,-0.6455033901383791;-0.6455033901383791,0.49695332664206404;0.49695332664206404,1.6394100434225063;1.6394100434225063,2.78186676020295
-4.70886875616464,-3.961763791597754;-3.961763791597754,-3.2146588270308682;-3.2146588270308682,-2.4675538624639826;-2.4675538624639826,-1.7204488978970964;-1.7204488978970964,-0.9733439333302103;-0.9733439333302103,-0.22623896876332505;-0.22623896876332505,0.5208659958035611;0.5208659958035611,1.2679709603704472;1.2679709603704472,2.0150759249373333;2.0150759249373333,2.76218088950422
-4.58586052744027,-3.8801879961941372;-3.8801879961941372,-3.1745154649480045;-3.1745154649480045,-2.468842933701872;-2.468842933701872,-1.7631704024557386;-1.7631704024557386,-1.0574978712096055;-1.0574978712096055,-0.3518253399634732;-0.3518253399634732,0.35384719128265996;0.35384719128265996,1.0595197225287931;1.0595197225287931,1.7651922537749263;1.7651922537749263,2.47086478502106
-4.25115770795254,-3.382466061608639;-3.382466061608639,-2.5137744152647383;-2.5137744152647383,-1.6450827689208376;-1.6450827689208376,-0.7763911225769364;-0.7763911225769364,0.09230052376696474;0.09230052376696474,0.960992170110865;0.960992170110865,1.8296838164547662;1.8296838164547662,2.6983754627986674;2.6983754627986674,3.5670671091425685;3.5670671091425685,4.43575875548647
-0.880942307902112,-0.34566047554355683;-0.34566047554355683,0.18962135681499837;0.18962135681499837,0.7249031891735535;0.7249031891735535,1.2601850215321089;1.2601850215321089,1.7954668538906642;1.7954668538906642,2.330748686249219;2.330748686249219,2.8660305186077744;2.8660305186077744,3.4013123509663297;3.4013123509663297,3.9365941833248845;3.9365941833248845,4.47187601568344
-5.39964996549437,-4.540567789121628;-4.540567789121628,-3.681485612748886;-3.681485612748886,-2.8224034363761445;-2.8224034363761445,-1.9633212600034025;-1.9633212600034025,-1.1042390836306604;-1.1042390836306604,-0.24515690725791917;-0.24515690725791917,0.6139252691148229;0.6139252691148229,1.473007445487565;1.473007445487565,2.332089621860307;2.332089621860307,3.19117179823305
-4.25909824434721,-3.6466278494724067;-3.6466278494724067,-3.034157454597604;-3.034157454597604,-2.4216870597228013;-2.4216870597228013,-1.8092166648479981;-1.8092166648479981,-1.196746269973195;-1.196746269973195,-0.5842758750983923;-0.5842758750983923,0.02819451977641041;0.02819451977641041,0.6406649146512136;0.6406649146512136,1.2531353095260167;1.2531353095260167,1.86560570440082
-3.98049496530881,-3.224940683922741;-3.224940683922741,-2.469386402536672;-2.469386402536672,-1.7138321211506033;-1.7138321211506033,-0.9582778397645342;-0.9582778397645342,-0.202723558378465;-0.202723558378465,0.5528307230076033;0.5528307230076033,1.3083850043936724;1.3083850043936724,2.0639392857797416;2.0639392857797416,2.819493567165811;2.819493567165811,3.57504784855188
-4.82097044118665,-4.003396269997167;-4.003396269997167,-3.1858220988076837;-3.1858220988076837,-2.368247927618201;-2.368247927618201,-1.550673756428718;-1.550673756428718,-0.733099585239235;-0.733099585239235,0.0844745859502476;0.0844745859502476,0.9020487571397311;0.9020487571397311,1.7196229283292137;1.7196229283292137,2.5371970995186963;2.5371970995186963,3.35477127070818
-3.30823691785305,-2.578601177525893;-2.578601177525893,-1.848965437198736;-1.848965437198736,-1.1193296968715791;-1.1193296968715791,-0.3896939565444222;-0.3896939565444222,0.33994178378273476;0.33994178378273476,1.0695775241098917;1.0695775241098917,1.7992132644370487;1.7992132644370487,2.5288490047642056;2.5288490047642056,3.2584847450913625;3.2584847450913625,3.98812048541852
-6.33346461003849,-5.35225228217305;-5.35225228217305,-4.37103995430761;-4.37103995430761,-3.3898276264421696;-3.3898276264421696,-2.4086152985767297;-2.4086152985767297,-1.4274029707112899;-1.4274029707112899,-0.4461906428458491;-0.4461906428458491,0.5350216850195908;0.5350216850195908,1.5162340128850307;1.5162340128850307,2.4974463407504714;2.4974463407504714,3.47865866861591
-4.17271768551649,-3.524478834935555;-3.524478834935555,-2.87623998435462;-2.87623998435462,-2.2280011337736854;-2.2280011337736854,-1.5797622831927502;-1.5797622831927502,-0.9315234326118151;-0.9315234326118151,-0.28328458203088047;-0.28328458203088047,0.3649542685500551;0.3649542685500551,1.0131931191309897;1.0131931191309897,1.6614319697119244;1.6614319697119244,2.30967082029286
-7.86962986299326,-6.832834616366078;-6.832834616366078,-5.796039369738896;-5.796039369738896,-4.7592441231117135;-4.7592441231117135,-3.722448876484532;-3.722448876484532,-2.6856536298573497;-2.6856536298573497,-1.6488583832301682;-1.6488583832301682,-0.6120631366029867;-0.6120631366029867,0.42473211002419564;0.42473211002419564,1.461527356651378;1.461527356651378,2.49832260327856
-5.53457675638299,-4.806594675511269;-4.806594675511269,-4.078612594639546;-4.078612594639546,-3.3506305137678245;-3.3506305137678245,-2.6226484328961024;-2.6226484328961024,-1.8946663520243803;-1.8946663520243803,-1.1666842711526586;-1.1666842711526586,-0.43870219028093604;-0.43870219028093604,0.2892798905907856;0.2892798905907856,1.0172619714625073;1.0172619714625073,1.74524405233423
-6.502631976626,-5.524795818073426;-5.524795818073426,-4.5469596595208515;-4.5469596595208515,-3.569123500968278;-3.569123500968278,-2.5912873424157037;-2.5912873424157037,-1.6134511838631296;-1.6134511838631296,-0.6356150253105559;-0.6356150253105559,0.34222113324201864;0.34222113324201864,1.3200572917945923;1.3200572917945923,2.297893450347167;2.297893450347167,3.27572960889974
-5.03804821298238,-4.318287043296071;-4.318287043296071,-3.598525873609762;-3.598525873609762,-2.878764703923453;-2.878764703923453,-2.159003534237144;-2.159003534237144,-1.439242364550835;-1.439242364550835,-0.7194811948645263;-0.7194811948645263,0.0002799748217832132;0.0002799748217832132,0.7200411445080919;0.7200411445080919,1.4398023141944005;1.4398023141944005,2.15956348388071
-3.43497713255077,-2.7978387551511545;-2.7978387551511545,-2.1607003777515397;-2.1607003777515397,-1.5235620003519246;-1.5235620003519246,-0.8864236229523095;-0.8864236229523095,-0.2492852455526946;-0.2492852455526946,0.3878531318469207;0.3878531318469207,1.024991509246536;1.024991509246536,1.662129886646151;1.662129886646151,2.299268264045766;2.299268264045766,2.93640664144538
-3.2721284344408,-2.52930778066835;-2.52930778066835,-1.7864871268959002;-1.7864871268959002,-1.0436664731234502;-1.0436664731234502,-0.3008458193510002;-0.3008458193510002,0.4419748344214498;0.4419748344214498,1.1847954881938998;1.1847954881938998,1.9276161419663502;1.9276161419663502,2.6704367957387998;2.6704367957387998,3.4132574495112493;3.4132574495112493,4.1560781032837
-2.04984366443278,-1.443801368907103;-1.443801368907103,-0.837759073381426;-0.837759073381426,-0.23171677785574896;-0.23171677785574896,0.37432551766992805;0.37432551766992805,0.9803678131956053;0.9803678131956053,1.586410108721282;1.586410108721282,2.192452404246959;2.192452404246959,2.798494699772636;2.798494699772636,3.4045369952983133;3.4045369952983133,4.01057929082399
-4.14592190471469,-3.4982452015299694;-3.4982452015299694,-2.850568498345248;-2.850568498345248,-2.202891795160527;-2.202891795160527,-1.555215091975806;-1.555215091975806,-0.9075383887910853;-0.9075383887910853,-0.259861685606364;-0.259861685606364,0.38781501757835724;0.38781501757835724,1.035491720763078;1.035491720763078,1.6831684239477989;1.6831684239477989,2.33084512713252
-4.09550184259335,-3.200022772000679;-3.200022772000679,-2.3045437014080083;-2.3045437014080083,-1.4090646308153376;-1.4090646308153376,-0.5135855602226664;-0.5135855602226664,0.38189351037000474;0.38189351037000474,1.277372580962675;1.277372580962675,2.172851651555346;2.172851651555346,3.0683307221480174;3.0683307221480174,3.9638097927406886;3.9638097927406886,4.85928886333336
-3.64117279325218,-2.940329299300866;-2.940329299300866,-2.2394858053495517;-2.2394858053495517,-1.5386423113982377;-1.5386423113982377,-0.8377988174469237;-0.8377988174469237,-0.1369553234956098;-0.1369553234956098,0.5638881704557046;0.5638881704557046,1.2647316644070181;1.2647316644070181,1.9655751583583325;1.9655751583583325,2.666418652309647;2.666418652309647,3.36726214626096
-3.97190830599768,-3.061815556592218;-3.061815556592218,-2.151722807186756;-2.151722807186756,-1.2416300577812938;-1.2416300577812938,-0.33153730837583195;-0.33153730837583195,0.5785554410296299;0.5785554410296299,1.4886481904350926;1.4886481904350926,2.3987409398405544;2.3987409398405544,3.308833689246016;3.308833689246016,4.218926438651479;4.218926438651479,5.12901918805694
-3.20944664951235,-2.5793685219474076;-2.5793685219474076,-1.9492903943824658;-1.9492903943824658,-1.3192122668175237;-1.3192122668175237,-0.6891341392525816;-0.6891341392525816,-0.05905601168763974;-0.05905601168763974,0.5710221158773026;0.5710221158773026,1.2011002434422449;1.2011002434422449,1.8311783710071867;1.8311783710071867,2.4612564985721286;2.4612564985721286,3.09133462613707
-2.86023843015699,-2.3291225904519086;-2.3291225904519086,-1.7980067507468278;-1.7980067507468278,-1.2668909110417468;-1.2668909110417468,-0.7357750713366658;-0.7357750713366658,-0.2046592316315845;-0.2046592316315845,0.3264566080734963;0.3264566080734963,0.8575724477785771;0.8575724477785771,1.3886882874836584;1.3886882874836584,1.9198041271887396;1.9198041271887396,2.45091996689382
-12.6441834651326,-11.168564368378513;-11.168564368378513,-9.692945271624428;-9.692945271624428,-8.21732617487034;-8.21732617487034,-6.741707078116253;-6.741707078116253,-5.2660879813621655;-5.2660879813621655,-3.79046888460808;-3.79046888460808,-2.3148497878539924;-2.3148497878539924,-0.839230691099905;-0.839230691099905,0.6363884056541824;0.6363884056541824,2.11200750240827
-3.68987122030774,-3.083231085463476;-3.083231085463476,-2.476590950619212;-2.476590950619212,-1.869950815774948;-1.869950815774948,-1.263310680930684;-1.263310680930684,-0.6566705460864197;-0.6566705460864197,-0.0500304112421559;-0.0500304112421559,0.5566097236021079;0.5566097236021079,1.1632498584463722;1.1632498584463722,1.7698899932906365;1.7698899932906365,2.3765301281349
-2.49305587793264,-2.041304639477962;-2.041304639477962,-1.589553401023284;-1.589553401023284,-1.137802162568606;-1.137802162568606,-0.6860509241139279;-0.6860509241139279,-0.23429968565924986;-0.23429968565924986,0.21745155279542816;0.21745155279542816,0.6692027912501062;0.6692027912501062,1.1209540297047842;1.1209540297047842,1.5727052681594622;1.5727052681594622,2.02445650661414
-3.83505743271691,-3.203056043281234;-3.203056043281234,-2.571054653845558;-2.571054653845558,-1.939053264409882;-1.939053264409882,-1.307051874974206;-1.307051874974206,-0.67505048553853;-0.67505048553853,-0.04304909610285401;-0.04304909610285401,0.5889522933328224;0.5889522933328224,1.220953682768498;1.220953682768498,1.8529550722041734;1.8529550722041734,2.48495646163985
-5.46232086802681,-4.628667079836446;-4.628667079836446,-3.7950132916460815;-3.7950132916460815,-2.961359503455718;-2.961359503455718,-2.127705715265354;-2.127705715265354,-1.2940519270749897;-1.2940519270749897,-0.4603981388846261;-0.4603981388846261,0.3732556493057384;0.3732556493057384,1.206909437496102;1.206909437496102,2.0405632256864656;2.0405632256864656,2.87421701387683
-4.32078568980618,-3.646083144120881;-3.646083144120881,-2.971380598435582;-2.971380598435582,-2.2966780527502832;-2.2966780527502832,-1.6219755070649842;-1.6219755070649842,-0.9472729613796851;-0.9472729613796851,-0.27257041569438645;-0.27257041569438645,0.4021321299909131;0.4021321299909131,1.0768346756762117;1.0768346756762117,1.7515372213615104;1.7515372213615104,2.42623976704681
-4.05189840561421,-3.0789085526074462;-3.0789085526074462,-2.1059186996006822;-2.1059186996006822,-1.1329288465939182;-1.1329288465939182,-0.15993899358715424;-0.15993899358715424,0.8130508594196098;0.8130508594196098,1.7860407124263737;1.7860407124263737,2.7590305654331377;2.7590305654331377,3.7320204184399017;3.7320204184399017,4.705010271446666;4.705010271446666,5.67800012445343
-3.43050318196067,-2.848125124149711;-2.848125124149711,-2.265747066338752;-2.265747066338752,-1.683369008527793;-1.683369008527793,-1.100990950716834;-1.100990950716834,-0.5186128929058751;-0.5186128929058751,0.06376516490508388;0.06376516490508388,0.6461432227160429;0.6461432227160429,1.2285212805270018;1.2285212805270018,1.8108993383379608;1.8108993383379608,2.39327739614892
-5.86990072101048,-4.923943742779568;-4.923943742779568,-3.977986764548656;-3.977986764548656,-3.032029786317744;-3.032029786317744,-2.086072808086832;-2.086072808086832,-1.1401158298559197;-1.1401158298559197,-0.19415885162500768;-0.19415885162500768,0.7517981266059044;0.7517981266059044,1.6977551048368165;1.6977551048368165,2.6437120830677285;2.6437120830677285,3.58966906129864
-3.48524586553313,-2.8912743484547567;-2.8912743484547567,-2.297302831376384;-2.297302831376384,-1.7033313142980109;-1.7033313142980109,-1.1093597972196378;-1.1093597972196378,-0.515388280141265;-0.515388280141265,0.07858323693710823;0.07858323693710823,0.6725547540154815;0.6725547540154815,1.2665262710938543;1.2665262710938543,1.860497788172227;1.860497788172227,2.4544693052506
-4.07251463623577,-3.2970856372252486;-3.2970856372252486,-2.521656638214728;-2.521656638214728,-1.746227639204207;-1.746227639204207,-0.9707986401936859;-0.9707986401936859,-0.1953696411831647;-0.1953696411831647,0.5800593578273556;0.5800593578273556,1.3554883568378768;1.3554883568378768,2.130917355848398;2.130917355848398,2.9063463548589192;2.9063463548589192,3.68177535386944
-4.60557116311991,-3.899338209565642;-3.899338209565642,-3.193105256011374;-3.193105256011374,-2.4868723024571056;-2.4868723024571056,-1.7806393489028376;-1.7806393489028376,-1.0744063953485696;-1.0744063953485696,-0.3681734417943012;-0.3681734417943012,0.3380595117599663;0.3380595117599663,1.0442924653142347;1.0442924653142347,1.750525418868503;1.750525418868503,2.45675837242277
-6.15214315011785,-5.290749635791336;-5.290749635791336,-4.4293561214648225;-4.4293561214648225,-3.567962607138308;-3.567962607138308,-2.7065690928117943;-2.7065690928117943,-1.8451755784852804;-1.8451755784852804,-0.983782064158766;-0.983782064158766,-0.12238854983225256;-0.12238854983225256,0.7390049644942618;0.7390049644942618,1.6003984788207761;1.6003984788207761,2.46179199314729
-4.72141318960237,-4.063652847567805;-4.063652847567805,-3.405892505533238;-3.405892505533238,-2.7481321634986724;-2.7481321634986724,-2.0903718214641063;-2.0903718214641063,-1.4326114794295401;-1.4326114794295401,-0.7748511373949745;-0.7748511373949745,-0.1170907953604079;-0.1170907953604079,0.5406695466741578;0.5406695466741578,1.1984298887087235;1.1984298887087235,1.85619023074329
-6.93068947224796,-5.9493782774961605;-5.9493782774961605,-4.968067082744362;-4.968067082744362,-3.9867558879925626;-3.9867558879925626,-3.0054446932407637;-3.0054446932407637,-2.0241334984889647;-2.0241334984889647,-1.0428223037371653;-1.0428223037371653,-0.061511108985366825;-0.061511108985366825,0.9198000857664326;0.9198000857664326,1.901111280518232;1.901111280518232,2.88242247527003
-3.85633358531693,-2.933913108049875;-2.933913108049875,-2.01149263078282;-2.01149263078282,-1.0890721535157648;-1.0890721535157648,-0.1666516762487098;-0.1666516762487098,0.7557688010183452;0.7557688010183452,1.6781892782854002;1.6781892782854002,2.600609755552455;2.600609755552455,3.52303023281951;3.52303023281951,4.445450710086565;4.445450710086565,5.36787118735362
-2.11951679005491,-1.647203631502096;-1.647203631502096,-1.174890472949282;-1.174890472949282,-0.7025773143964678;-0.7025773143964678,-0.23026415584365378;-0.23026415584365378,0.2420490027091602;0.2420490027091602,0.7143621612619744;0.7143621612619744,1.1866753198147881;1.1866753198147881,1.6589884783676023;1.6589884783676023,2.131301636920416;2.131301636920416,2.60361479547323
-5.48801228706323,-4.650425119379105;-4.650425119379105,-3.8128379516949806;-3.8128379516949806,-2.9752507840108553;-2.9752507840108553,-2.1376636163267304;-2.1376636163267304,-1.3000764486426055;-1.3000764486426055,-0.4624892809584802;-0.4624892809584802,0.37509788672564426;0.37509788672564426,1.2126850544097696;1.2126850544097696,2.050272222093895;2.050272222093895,2.88785938977802
-3.61198572371687,-2.8567316523401742;-2.8567316523401742,-2.1014775809634783;-2.1014775809634783,-1.3462235095867818;-1.3462235095867818,-0.5909694382100859;-0.5909694382100859,0.16428463316661013;0.16428463316661013,0.9195387045433066;0.9195387045433066,1.674792775920002;1.674792775920002,2.4300468472966985;2.4300468472966985,3.185300918673395;3.185300918673395,3.94055499005009
-1.69781035732128,-1.043612210664778;-1.043612210664778,-0.38941406400827616;-0.38941406400827616,0.2647840826482257;0.2647840826482257,0.9189822293047276;0.9189822293047276,1.5731803759612297;1.5731803759612297,2.227378522617731;2.227378522617731,2.8815766692742333;2.8815766692742333,3.5357748159307354;3.5357748159307354,4.1899729625872375;4.1899729625872375,4.84417110924374
-3.62071743050316,-2.792983684127717;-2.792983684127717,-1.9652499377522739;-1.9652499377522739,-1.1375161913768306;-1.1375161913768306,-0.3097824450013875;-0.3097824450013875,0.5179513013740555;0.5179513013740555,1.345685047749499;1.345685047749499,2.1734187941249417;2.1734187941249417,3.001152540500385;3.001152540500385,3.8288862868758287;3.8288862868758287,4.65662003325127
-3.4593105238413,-2.89308679672551;-2.89308679672551,-2.32686306960972;-2.32686306960972,-1.7606393424939302;-1.7606393424939302,-1.1944156153781402;-1.1944156153781402,-0.6281918882623505;-0.6281918882623505,-0.06196816114656034;-0.06196816114656034,0.5042555659692298;0.5042555659692298,1.0704792930850195;1.0704792930850195,1.6367030202008093;1.6367030202008093,2.2029267473166
-4.7483884759197,-3.892630784790329;-3.892630784790329,-3.0368730936609585;-3.0368730936609585,-2.1811154025315878;-2.1811154025315878,-1.3253577114022166;-1.3253577114022166,-0.4696000202728454;-0.4696000202728454,0.38615767085652486;0.38615767085652486,1.241915361985896;1.241915361985896,2.097673053115267;2.097673053115267,2.9534307442446384;2.9534307442446384,3.80918843537401
-3.32537762928027,-2.755646816122438;-2.755646816122438,-2.185916002964606;-2.185916002964606,-1.616185189806774;-1.616185189806774,-1.046454376648942;-1.046454376648942,-0.47672356349111;-0.47672356349111,0.09300724966672202;0.09300724966672202,0.662738062824554;0.662738062824554,1.232468875982386;1.232468875982386,1.8021996891402186;1.8021996891402186,2.37193050229805
-3.53368052873463,-2.9740988336593857;-2.9740988336593857,-2.414517138584142;-2.414517138584142,-1.854935443508898;-1.854935443508898,-1.2953537484336541;-1.2953537484336541,-0.73577205335841;-0.73577205335841,-0.17619035828316632;-0.17619035828316632,0.3833913367920774;0.3833913367920774,0.9429730318673215;0.9429730318673215,1.5025547269425656;1.5025547269425656,2.06213642201781
