Threshold,Precision,Recall,AUROC,Accuracy,MC
0.46,0.7180381115688108,0.7546666666666667,0.7711397849462366,0.7021897810218978,0.39825737718727083
0.46163265306122453,0.71728532626318,0.752,0.7711397849462366,0.7007299270072992,0.3953494603424895
0.463265306122449,0.71728532626318,0.752,0.7711397849462366,0.7007299270072992,0.3953494603424895
0.4648979591836735,0.7190016767600184,0.752,0.7711397849462366,0.7021897810218978,0.39840760276597137
0.466530612244898,0.721353553738761,0.752,0.7711397849462366,0.7036496350364964,0.401659353028786
0.46816326530612246,0.7206128129980203,0.7493333333333334,0.7711397849462366,0.7021897810218978,0.3987675211532273
0.46979591836734697,0.7223849648967544,0.7493333333333334,0.7711397849462366,0.7036496350364964,0.40184262709044904
0.4714285714285715,0.7223849648967544,0.7493333333333334,0.7711397849462366,0.7036496350364964,0.40184262709044904
0.47306122448979593,0.7241133599584828,0.7493333333333334,0.7711397849462366,0.7051094890510948,0.4049168544831535
0.47469387755102044,0.7244863203314432,0.744,0.7711397849462366,0.7036496350364964,0.402548343878207
0.47632653061224495,0.7244863203314432,0.744,0.7711397849462366,0.7036496350364964,0.402548343878207
0.4779591836734694,0.731154175564105,0.736,0.7711397849462366,0.7065693430656934,0.4100001188074717
0.4795918367346939,0.731154175564105,0.736,0.7711397849462366,0.7065693430656934,0.4100001188074717
0.48122448979591836,0.731154175564105,0.736,0.7711397849462366,0.7065693430656934,0.4100001188074717
0.4828571428571429,0.731154175564105,0.736,0.7711397849462366,0.7065693430656934,0.4100001188074717
0.4844897959183674,0.7321809918850389,0.7333333333333334,0.7711397849462366,0.7065693430656934,0.4100994264239325
0.48612244897959184,0.734016906973966,0.7333333333333334,0.7711397849462366,0.708029197080292,0.4130214538972153
0.48775510204081635,0.734016906973966,0.7333333333333334,0.7711397849462366,0.708029197080292,0.4130214538972153
0.48938775510204086,0.734016906973966,0.7333333333333334,0.7711397849462366,0.708029197080292,0.4130214538972153
0.4910204081632653,0.7358624298721205,0.7333333333333334,0.7711397849462366,0.7094890510948906,0.41613117267685434
0.4926530612244898,0.7358624298721205,0.7333333333333334,0.7711397849462366,0.7094890510948906,0.41613117267685434
0.49428571428571433,0.7415568958625395,0.7333333333333334,0.7711397849462366,0.7138686131386861,0.42547590657080636
0.4959183673469388,0.7434516327046448,0.7333333333333334,0.7711397849462366,0.7153284671532847,0.4285915231103221
0.4975510204081633,0.7453655083027309,0.7333333333333334,0.7711397849462366,0.7167883211678833,0.43168082193148216
0.4991836734693878,0.7453655083027309,0.7333333333333334,0.7711397849462366,0.7167883211678833,0.43168082193148216
0.5008163265306123,0.7446637539167659,0.7306666666666668,0.7711397849462366,0.7153284671532847,0.42888618441283927
0.5024489795918368,0.7484903933684421,0.7306666666666668,0.7711397849462366,0.7182481751824817,0.4349387502144141
0.5040816326530613,0.7484903933684421,0.7306666666666668,0.7711397849462366,0.7182481751824817,0.4349387502144141
0.5057142857142858,0.7476622360185458,0.728,0.7711397849462366,0.7167883211678833,0.43226943978554094
0.5073469387755102,0.7476622360185458,0.728,0.7711397849462366,0.7167883211678833,0.43226943978554094
0.5089795918367347,0.7489385122948219,0.7253333333333334,0.7711397849462366,0.7167883211678833,0.43267398075779295
0.5106122448979592,0.7482654353717451,0.7226666666666667,0.7711397849462366,0.7153284671532847,0.4300910900758376
0.5122448979591837,0.7475220863889595,0.72,0.7711397849462366,0.713868613138686,0.4273835906576906
0.5138775510204082,0.7475220863889595,0.72,0.7711397849462366,0.713868613138686,0.4273835906576906
0.5155102040816327,0.7475220863889595,0.72,0.7711397849462366,0.713868613138686,0.4273835906576906
0.5171428571428571,0.7475220863889595,0.72,0.7711397849462366,0.713868613138686,0.4273835906576906
0.5187755102040816,0.7475220863889595,0.72,0.7711397849462366,0.713868613138686,0.4273835906576906
0.5204081632653061,0.7475220863889595,0.72,0.7711397849462366,0.713868613138686,0.4273835906576906
0.5220408163265307,0.7475220863889595,0.72,0.7711397849462366,0.713868613138686,0.4273835906576906
0.5236734693877552,0.7451182344623957,0.712,0.7711397849462366,0.7094890510948904,0.41937017804626536
0.5253061224489797,0.7478202134193248,0.7066666666666668,0.7711397849462366,0.7094890510948905,0.420571878958509
0.5269387755102041,0.7470300466063311,0.7040000000000001,0.7711397849462366,0.7080291970802919,0.4179325834496946
0.5285714285714286,0.7470300466063311,0.7040000000000001,0.7711397849462366,0.7080291970802919,0.4179325834496946
0.5302040816326531,0.7470300466063311,0.7040000000000001,0.7711397849462366,0.7080291970802919,0.4179325834496946
0.5318367346938776,0.7491371581076478,0.7040000000000001,0.7711397849462366,0.7094890510948905,0.4211580781915504
0.5334693877551021,0.7511734409658486,0.7040000000000001,0.7711397849462366,0.710948905109489,0.4242849792306765
0.5351020408163265,0.7533896327342792,0.7040000000000001,0.7711397849462366,0.7124087591240876,0.42752921855887066
0.536734693877551,0.7554824790052077,0.7040000000000001,0.7711397849462366,0.7138686131386861,0.43066908712627094
0.5383673469387755,0.7548173772837679,0.7013333333333335,0.7711397849462366,0.7124087591240876,0.42795406474017617
0.54,0.7539580376184581,0.6986666666666668,0.7711397849462366,0.710948905109489,0.4253260052846149
