Threshold,Precision,Recall,AUROC,Accuracy,MC
0.4,0.6739573231308201,0.8693333333333333,0.7733118279569893,0.6978102189781021,0.3931385237389685
0.40040080160320646,0.6809966405375141,0.8693333333333333,0.7733763440860215,0.7051094890510949,0.40750546321726855
0.40080160320641284,0.6762193612047283,0.8719999999999999,0.7732258064516129,0.7007299270072993,0.3992123496906048
0.4012024048096193,0.6775006658057766,0.8719999999999999,0.7733978494623657,0.7021897810218978,0.40223734015866064
0.40160320641282565,0.6804700555943939,0.8666666666666666,0.7733548387096774,0.7036496350364964,0.404405265752796
0.4020040080160321,0.6775006658057766,0.8719999999999999,0.7733763440860215,0.7021897810218978,0.40223734015866064
0.4024048096192385,0.6775869185369394,0.8719999999999999,0.7733548387096775,0.7021897810218978,0.4021903050085947
0.4028056112224449,0.678953257047092,0.8719999999999999,0.7733333333333333,0.7036496350364964,0.4052719988474613
0.40320641282565134,0.6759777094787889,0.8719999999999999,0.7735268817204302,0.7007299270072993,0.3994339236759959
0.4036072144288577,0.6804844426915528,0.8666666666666666,0.7732903225806452,0.7036496350364964,0.40466104046545215
0.40400801603206415,0.6795169699097153,0.8640000000000001,0.7733978494623656,0.7021897810218978,0.4012786491197783
0.4044088176352706,0.6774091326249986,0.8666666666666666,0.7733118279569893,0.7007299270072992,0.39884160044858746
0.40480961923847697,0.682345161277909,0.8586666666666668,0.7734408602150536,0.7036496350364964,0.402980868890352
0.4052104208416834,0.6795682229314443,0.8640000000000001,0.7733548387096774,0.7021897810218978,0.400990045557365
0.4056112224448898,0.678363304574801,0.8693333333333333,0.7733548387096774,0.7021897810218978,0.40142615508965995
0.4060120240480962,0.6753369631912897,0.8800000000000001,0.7733333333333333,0.7021897810218978,0.4058890605285389
0.4064128256513026,0.6796393287262342,0.8640000000000001,0.7733548387096775,0.7021897810218978,0.40100837069757667
0.40681362725450904,0.678271771394023,0.8640000000000001,0.7733118279569893,0.7007299270072992,0.3980304153795868
0.40721442885771547,0.6803247480403135,0.8666666666666668,0.7734408602150539,0.7036496350364964,0.40411190230387267
0.40761523046092185,0.6861856010009523,0.8613333333333333,0.7733118279569893,0.708029197080292,0.41267387009357315
0.4080160320641283,0.6825523486134693,0.8693333333333333,0.7733548387096775,0.7065693430656934,0.41030356158963316
0.40841683366733467,0.6825378794508719,0.8640000000000001,0.7733333333333333,0.7051094890510949,0.40712915383945836
0.4088176352705411,0.6810582908885116,0.8640000000000001,0.7733548387096774,0.7036496350364964,0.40382097277948664
0.40921843687374754,0.6774680831239864,0.8666666666666668,0.7733548387096775,0.7007299270072993,0.39808071710966614
0.4096192384769539,0.6783977523232989,0.8640000000000001,0.7733548387096774,0.7007299270072993,0.39752901318659756
0.41002004008016035,0.6813746990403462,0.8586666666666666,0.7735483870967742,0.7021897810218978,0.3997941942618103
0.41042084168336673,0.6878144226742178,0.8640000000000001,0.7733978494623657,0.710948905109489,0.41923194605157593
0.41082164328657317,0.690190826831486,0.8613333333333333,0.7733333333333333,0.7124087591240876,0.4216252083640457
0.4112224448897796,0.6818804561162686,0.8666666666666668,0.7733333333333333,0.7051094890510949,0.4069100006762373
0.411623246492986,0.6874948678069231,0.8560000000000001,0.7733333333333333,0.708029197080292,0.4117927157229636
0.4120240480961924,0.6853593661573287,0.8640000000000001,0.7732688172043011,0.708029197080292,0.4130286050214417
0.4124248496993988,0.6819963332281047,0.8613333333333333,0.7734408602150538,0.7036496350364964,0.40317220467269754
0.41282565130260523,0.6837700822386619,0.8586666666666668,0.7733763440860215,0.7051094890510948,0.40602666750895045
0.4132264529058116,0.688142180661746,0.8533333333333333,0.7733548387096774,0.708029197080292,0.4112641396762881
0.41362725450901805,0.6876825984805611,0.8613333333333333,0.7733548387096774,0.7094890510948906,0.41556967306446635
0.4140280561122245,0.6866462365467262,0.8586666666666668,0.7734193548387097,0.708029197080292,0.41218850113230704
0.41442885771543087,0.6840108123779556,0.8533333333333333,0.7733763440860215,0.7036496350364964,0.40254194092346685
0.4148296593186373,0.6797308619070123,0.8693333333333333,0.7734623655913978,0.7036496350364964,0.40440411040764984
0.4152304609218437,0.6838252116220545,0.8586666666666668,0.7733978494623657,0.7051094890510949,0.40576275716947174
0.4156312625250501,0.6849467962710747,0.8560000000000001,0.7734408602150538,0.7051094890510949,0.40579078082201514
0.41603206412825655,0.6872605483087956,0.8613333333333333,0.7733548387096774,0.7094890510948905,0.41582278965886577
0.41643286573146293,0.679013756676912,0.8560000000000001,0.7735268817204302,0.6992700729927007,0.3937683660457621
0.41683366733466937,0.6868391929086217,0.8533333333333333,0.7733548387096774,0.7065693430656934,0.4083596882890144
0.41723446893787575,0.6853236901314194,0.8533333333333333,0.7734408602150538,0.7051094890510949,0.4054785269154121
0.4176352705410822,0.6944163412837328,0.8480000000000001,0.7733333333333333,0.7124087591240876,0.41982866551409004
0.4180360721442886,0.6893310626130675,0.8506666666666668,0.7734193548387097,0.708029197080292,0.4113105662559409
0.418436873747495,0.6906235086302275,0.8506666666666668,0.7733333333333333,0.7094890510948906,0.4139761118692329
0.41883767535070143,0.6832243972341638,0.8560000000000001,0.7733548387096774,0.7036496350364964,0.4028013916731116
0.4192384769539078,0.6867386718898162,0.8480000000000001,0.7733978494623657,0.7051094890510949,0.40462198712145564
0.41963927855711425,0.6918478371523797,0.8559999999999999,0.7733333333333333,0.7124087591240876,0.42083471813723483
0.4200400801603207,0.6917603298819207,0.8560000000000001,0.7733763440860215,0.7124087591240876,0.4208913460082906
0.42044088176352706,0.6876082371072074,0.8506666666666668,0.773505376344086,0.7065693430656935,0.40795499726569606
0.4208416833667335,0.6842861547949429,0.8533333333333333,0.7735268817204302,0.7036496350364964,0.40232390787562994
0.4212424849699399,0.6912730047108546,0.8533333333333333,0.7732688172043012,0.7109489051094892,0.41741072326410367
0.4216432865731463,0.6864266230223677,0.8453333333333333,0.7734408602150538,0.7036496350364964,0.401121864089588
0.42204408817635275,0.6884547571853333,0.8453333333333333,0.7733333333333333,0.7051094890510949,0.40410505266162017
0.42244488977955913,0.6900525623004808,0.8480000000000001,0.7733118279569893,0.708029197080292,0.41056510380969435
0.42284569138276556,0.6869104825801816,0.8533333333333333,0.7732903225806452,0.7065693430656934,0.408342526938512
0.42324649298597194,0.6865612648221344,0.8453333333333333,0.7733978494623656,0.7036496350364964,0.4009641504282933
0.4236472945891784,0.688642162647713,0.8426666666666666,0.7733118279569893,0.7051094890510949,0.4039071969817577
0.42404809619238476,0.692656542542126,0.8533333333333333,0.7733548387096774,0.7124087591240876,0.4204425830556645
0.4244488977955912,0.6897009056247263,0.8480000000000001,0.7735268817204302,0.708029197080292,0.4107201462310087
0.42484969939879763,0.6923256362898019,0.8453333333333333,0.7733118279569893,0.7094890510948906,0.41322530541199276
0.425250501002004,0.6875484127667778,0.8506666666666666,0.7734838709677418,0.7065693430656934,0.40799184986353854
0.42565130260521045,0.6874434131248981,0.8320000000000001,0.7734408602150538,0.7007299270072993,0.3935846791712912
0.4260521042084168,0.6879946354828286,0.8506666666666668,0.7733118279569893,0.7065693430656934,0.40758707032918584
0.42645290581162326,0.6933679628228958,0.8373333333333333,0.7734408602150538,0.708029197080292,0.4093045331073982
0.4268537074148297,0.6941680301237704,0.8400000000000001,0.7733763440860215,0.7094890510948906,0.4126320401557539
0.4272545090180361,0.6951340003713222,0.8453333333333333,0.7733548387096774,0.7124087591240876,0.41959388284846727
0.4276553106212425,0.6932147562582345,0.8373333333333333,0.7733763440860215,0.708029197080292,0.40938523957471035
0.4280561122244489,0.6964469953816004,0.8373333333333333,0.7735698924731182,0.710948905109489,0.41556442905818186
0.42845691382765533,0.6853833972422999,0.8400000000000001,0.7733763440860215,0.7007299270072993,0.39424198587702514
0.42885771543086176,0.6949001385123749,0.8373333333333333,0.7733978494623656,0.7094890510948906,0.41233207009051476
0.42925851703406814,0.6914560710724107,0.8480000000000001,0.7732043010752687,0.7094890510948906,0.4135497758161396
0.4296593186372746,0.6915193563759705,0.8426666666666668,0.7734408602150538,0.708029197080292,0.40996609724881655
0.43006012024048096,0.6900871690563076,0.8346666666666668,0.7733333333333333,0.7036496350364964,0.3998694960116353
0.4304609218436874,0.6884978850936297,0.8453333333333333,0.7734408602150538,0.7051094890510949,0.40445308297446003
0.4308617234468938,0.6981708878205861,0.8293333333333333,0.7733333333333333,0.7094890510948906,0.4115177262828326
0.4312625250501002,0.6935972551695686,0.8373333333333333,0.7733548387096775,0.708029197080292,0.40942043803387856
0.43166332665330664,0.6922161428142121,0.8320000000000001,0.7733548387096774,0.7051094890510949,0.4027372349975713
0.432064128256513,0.6902213507365668,0.8426666666666668,0.7734408602150538,0.7065693430656935,0.40696874969900987
0.43246492985971946,0.6922161428142121,0.8320000000000001,0.7733548387096774,0.7051094890510949,0.4027372349975713
0.43286573146292584,0.6895872243698331,0.8400000000000001,0.7734623655913979,0.7051094890510948,0.4035934127627973
0.4332665330661323,0.6941480032969395,0.8346666666666666,0.7733548387096774,0.708029197080292,0.4090342589546657
0.4336673346693387,0.692617527400136,0.8346666666666666,0.7733118279569893,0.7065693430656934,0.4060022951830541
0.4340681362725451,0.6989109433247489,0.8266666666666668,0.7734193548387096,0.7094890510948906,0.4112418931357351
0.4344689378757515,0.6978355553301763,0.8266666666666668,0.7733978494623656,0.708029197080292,0.40858766408285285
0.4348697394789579,0.6949463919813852,0.8373333333333333,0.7734193548387097,0.7094890510948906,0.4122568186375169
0.43527054108216434,0.701626791228677,0.8320000000000001,0.7734193548387097,0.7138686131386862,0.4208224814478525
0.4356713426853708,0.6951081740295001,0.8373333333333333,0.773505376344086,0.7094890510948906,0.41227964932181305
0.43607214428857716,0.6941940499645332,0.8266666666666665,0.7732903225806452,0.7051094890510948,0.40252275513536595
0.4364729458917836,0.6958272515087366,0.8293333333333333,0.7734838709677418,0.708029197080292,0.4084222770779258
0.43687374749499,0.6906900215888979,0.8266666666666668,0.773505376344086,0.7021897810218978,0.39617595387342497
0.4372745490981964,0.6929829652308838,0.8426666666666668,0.7734623655913979,0.7094890510948906,0.41292099443210867
0.43767535070140284,0.6989109433247489,0.8266666666666668,0.7733978494623657,0.7094890510948906,0.4112418931357351
0.4380761523046092,0.692617527400136,0.8346666666666666,0.7733763440860215,0.7065693430656934,0.4060022951830541
0.43847695390781566,0.694666094309053,0.8293333333333333,0.7734408602150539,0.7065693430656935,0.4056284333375248
0.43887775551102204,0.6986218643033493,0.8240000000000001,0.7733333333333333,0.708029197080292,0.4082365794827574
0.4392785571142285,0.6970902717841343,0.8213333333333335,0.7733333333333333,0.7065693430656934,0.4049237847538586
0.4396793587174349,0.6968038566240591,0.8320000000000001,0.7733763440860215,0.7094890510948906,0.411711994375485
0.4400801603206413,0.6975707232196966,0.8240000000000001,0.7733333333333333,0.708029197080292,0.40804595758470663
0.4404809619238477,0.6956895787958622,0.8266666666666665,0.7733333333333333,0.7065693430656934,0.40546131265818186
0.4408817635270541,0.6946597626668292,0.8293333333333333,0.7733978494623656,0.7065693430656934,0.40534753860458794
0.44128256513026054,0.6972906722906722,0.8186666666666668,0.7733763440860215,0.7051094890510949,0.4017854191390577
0.441683366733467,0.6991042071112735,0.8293333333333333,0.7734193548387097,0.710948905109489,0.41434854661658926
0.44208416833667336,0.6903133707959659,0.8373333333333333,0.7733118279569893,0.7051094890510949,0.4032651546669933
0.4424849699398798,0.6919247419247418,0.8320000000000001,0.7733333333333333,0.7051094890510949,0.4027569799905546
0.44288577154308617,0.6977707210096618,0.8186666666666665,0.7733118279569893,0.7065693430656934,0.4048628053667536
0.4432865731462926,0.7012802642822478,0.8240000000000001,0.7733763440860215,0.7109489051094892,0.41396215113879026
0.443687374749499,0.7019326345489136,0.8133333333333332,0.7733333333333333,0.708029197080292,0.40781016092187006
0.4440881763527054,0.6953227290559749,0.8320000000000001,0.7733978494623656,0.708029197080292,0.40871243218049724
0.44448897795591186,0.7019326345489136,0.8133333333333332,0.7732903225806452,0.708029197080292,0.40781016092187006
0.44488977955911824,0.7024181605996457,0.8213333333333332,0.7733763440860215,0.710948905109489,0.41429859301336397
0.4452905811623247,0.6990995364643385,0.8213333333333335,0.7732473118279569,0.708029197080292,0.4078745201763505
0.44569138276553105,0.6983408713725185,0.8266666666666665,0.7733118279569893,0.7094890510948906,0.41128309460883594
0.4460921843687375,0.7004990227644908,0.8213333333333332,0.7732903225806452,0.7094890510948905,0.4111903262773442
0.44649298597194387,0.6987479511195579,0.8186666666666668,0.7733548387096774,0.7065693430656934,0.4053823736344334
0.4468937875751503,0.6963476972465736,0.8186666666666668,0.7732258064516129,0.7051094890510949,0.40198046668653903
0.44729458917835674,0.702440460623167,0.8213333333333332,0.7733333333333333,0.7109489051094892,0.4139706464616264
0.4476953907815631,0.7040285400629089,0.8160000000000001,0.7733548387096774,0.710948905109489,0.4139190796032356
0.44809619238476955,0.7087644606504027,0.8160000000000001,0.7733763440860215,0.7153284671532847,0.4229298915292544
0.44849699398797593,0.7049041750396675,0.8133333333333332,0.7733333333333333,0.710948905109489,0.41370087129323496
0.44889779559118237,0.7041288476159132,0.8160000000000001,0.7732903225806452,0.710948905109489,0.41372709175761974
0.4492985971943888,0.7027419853774779,0.8106666666666665,0.7732688172043011,0.708029197080292,0.40777423997064044
0.4496993987975952,0.6912589508681275,0.8293333333333333,0.7734623655913978,0.7036496350364964,0.4002997437905223
0.4501002004008016,0.7062401938180916,0.8186666666666668,0.7733118279569893,0.7138686131386861,0.41955539921117724
0.450501002004008,0.7086340297350797,0.8160000000000001,0.773505376344086,0.7153284671532847,0.42241514019793625
0.45090180360721444,0.7001726666300139,0.8186666666666668,0.7733978494623657,0.708029197080292,0.4082371341855383
0.45130260521042087,0.7081885739257363,0.8133333333333332,0.7733333333333333,0.713868613138686,0.4196917662491792
0.45170340681362725,0.7076855857245902,0.8186666666666668,0.7734408602150539,0.7153284671532847,0.4226414905138093
0.4521042084168337,0.7028014858274447,0.8186666666666668,0.7733548387096774,0.710948905109489,0.41362518717652624
